Hourly Rate 
41.72
41.72
41.77
41.77
41.77
41.77
41.77
41.77
41.77
41.77
41.99
41.99
41.99
41.99
41.99
41.99
41.99
42
42
42
42
42
42
42
42.38
42.38
42.51
42.51
42.51
42.51
42.54
42.55
42.56
42.56
42.67
42.67
42.67
42.67
42.67
42.67
42.83
43.23
43.23
43.23
43.23
43.23
43.26
43.32
43.32
43.32
43.32
43.32
43.32
43.32
43.32
43.32
43.32
43.32
43.32
43.32
43.32
43.37
43.37
43.37
43.37
43.37
43.37
43.38
43.38
43.38
43.38
43.38
43.38
43.38
43.38
43.38
43.38
43.38
43.38
43.38
43.38
43.7
43.87
43.94
44.04
44.08
44.1
44.13
44.23
44.23
44.23
44.31
44.31
44.31
44.31
44.31
44.31
44.31
44.31
44.31
44.31
44.31
44.31
44.31
44.33
44.53
44.71
44.71
44.72
44.72
44.88
44.9
44.9
44.9
44.9
44.9
44.9
44.9
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.92
44.93
45
45.07
45.11
45.11
45.11
45.11
45.11
45.11
45.11
45.11
45.11
45.11
45.11
45.28
45.36
45.36
45.36
45.36
45.36
45.36
45.36
45.7
45.77
45.77
45.77
45.77
45.77
45.77
45.77
45.77
45.77
45.77
45.77
45.77
45.79
45.82
45.82
45.87
45.87
45.87
45.87
45.87
45.87
45.87
45.87
45.87
45.87
45.9
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.92
45.96
46
46.01
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.27
46.28
46.32
46.49
46.69
46.69
46.7
46.8
46.8
46.8
46.8
46.8
46.8
46.8
46.8
46.8
46.8
46.8
46.8
46.8
46.8
46.8
46.8
47.02
47.05
47.06
47.09
47.09
47.32
47.32
47.32
47.44
47.5
47.57
47.62
47.7
47.7
47.7
47.7
47.8
47.81
47.92
48.11
48.13
48.21
48.28
48.31
48.31
48.31
48.43
48.44
48.44
48.44
48.44
48.44
48.44
48.44
48.44
48.44
48.44
48.52
48.52
48.53
48.62
48.65
48.74
48.74
48.74
48.74
48.74
48.74
48.74
48.74
48.74
48.74
48.74
48.77
48.83
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.84
48.88
48.98
49
49.2
49.27
49.27
49.27
49.27
49.38
49.4
49.42
49.42
49.46
49.47
49.53
49.54
49.55
49.55
49.65
49.73
49.73
50
50.05
50.15
50.16
50.27
50.28
50.28
50.31
50.31
50.31
50.31
50.39
50.49
50.51
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.54
50.59
50.6
50.63
50.68
50.76
50.78
50.83
50.83
50.83
50.83
50.83
50.83
50.91
51.11
51.14
51.14
51.14
51.14
51.14
51.14
51.16
51.3
51.4
51.4
51.4
51.49
51.5
51.5
51.5
51.5
51.5
51.5
51.5
51.65
51.65
51.65
51.65
51.65
51.65
51.65
51.65
51.65
51.65
51.65
51.65
51.65
51.65
51.65
51.66
51.71
51.81
52
52
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.07
52.07
52.19
52.19
52.49
52.71
52.71
52.75
52.75
52.85
52.89
52.89
52.94
52.96
53
53.01
53.01
53.01
53.01
53.01
53.04
53.05
53.15
53.39
53.39
53.42
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.43
53.44
53.64
53.75
53.88
53.88
53.97
54.05
54.18
54.26
54.41
54.42
54.42
54.42
54.42
54.42
54.42
54.42
54.42
54.42
54.42
54.61
54.65
54.74
54.86
55
55
55.08
55.29
55.33
55.43
55.55
55.6
55.69
55.69
55.69
55.69
55.69
55.72
55.95
55.98
56.11
56.11
56.13
56.13
56.36
56.44
56.5
56.63
56.9
56.9
56.9
56.92
56.96
56.96
56.96
56.96
56.96
56.96
56.96
56.96
56.96
57.02
57.03
57.05
57.25
57.42
57.52
57.54
57.75
58.08
58.16
58.32
58.35
58.35
58.35
58.35
58.39
58.44
58.58
58.62
58.88
59.14
59.18
59.18
59.28
59.28
59.28
59.28
59.28
59.48
59.52
59.53
59.64
59.75
59.75
59.75
59.75
59.75
59.75
59.75
59.75
59.75
59.75
59.75
59.75
59.75
59.75
59.75
59.75
59.87
60.1
60.18
60.39
60.41
60.53
60.55
60.56
60.57
60.57
60.59
60.59
60.59
60.59
60.59
60.59
60.59
60.59
60.59
60.59
60.59
60.59
60.59
60.59
60.59
60.59
60.59
60.59
60.68
60.96
61.1
61.33
61.41
61.41
61.41
61.41
61.53
61.53
61.53
61.53
61.53
61.53
61.53
61.53
61.53
61.53
61.66
61.88
61.88
61.88
61.88
61.88
61.88
61.88
61.88
61.88
61.88
61.96
62.14
62.32
62.4
62.83
62.88
62.88
62.88
62.88
62.88
62.88
62.88
62.88
62.92
63.01
63.39
63.64
63.78
63.82
63.96
64.02
64.07
64.07
64.13
64.78
64.78
64.92
65.21
65.21
65.21
65.21
65.21
65.21
65.21
65.21
65.21
65.21
65.21
65.21
67.05
67.54
67.54
67.54
67.54
67.54
67.54
68.37
68.55
68.66
69.01
69.13
69.17
69.38
69.39
69.53
69.79
71.11
71.23
71.26
71.57
71.71
71.74
71.84
72.59
72.59
73.53
74.08
74.3
75.73
75.91
76.86
77.63
79.98
85.52
86.13
87.71
88.48
88.56
91
91.21
93.88
95.79
96.97
103.38
105
109.58
111.24
116.54
166.91
